YSymbol	isin	name	qscore	qscorePerf	REVPS5YGR	MARGIN5YR	PER	Rendement	L%H	ChPctPrice5Y	YLD+PRY
3600.T	JP3818650008	FUJIX LTD	37	0	-1,381	-1,223		3,234	0,553	-0,659	2,575
4193.T	JP3802470009	FABRICA HOLDINGS CO LTD	35	0	13,775	7,979	31,523	1,800	0,246	-9,983	-8,183
4676.T	JP3819400007	FUJI MEDIA HOLDINGS INC	36	0	-0,812	3,755	2788,073	2,567	0,730	26,199	28,766
6504.T	JP3820000002	FUJI ELECTRIC CO LTD	22	0	4,422	7,114	16,448	1,830	0,954	24,638	26,468
5965.T	JP3820850000	FUJIMAK CORP	91	0	0,000	0,000	6,128	4,290	0,657	8,508	12,798
5384.T	JP3820900003	FUJIMI INC	26	0	10,191	15,527	19,013	2,777	0,761	12,626	15,403
4544.T	JP3822000000	H.U. GROUP HOLDINGS INC	28	0	5,246	4,681	151,271	4,318	0,859	5,707	10,026
8929.T	JP3825750007	FUNAI ZAISAN CONSULTANTS CO	33	0	18,929	5,260	19,869	2,782	0,822	19,524	22,305
4998.T	JP3826000006	FUMAKILLA LIMITED	77	0	10,673	2,872	15,092	1,786	0,685	-5,312	-3,526
	JP3826260006	FUETREK CO LTD	40	0	-15,678	-13,541		0,651	0,261		0,000
8424.T	JP3826270005	FUYO GENERAL LEASE CO LTD	46	0	-0,895	5,971	7,963	3,602	0,765	16,100	19,702
4478.T	JP3826520003	FREEE KK	3	0	29,589	-34,564	157,115	0,000	0,604	-16,997	-16,997
6406.T	JP3818800009	FUJITEC CO LTD	20	0	6,676	6,087	30,581	2,433	0,529	20,496	22,929
4671.T	JP3802650006	FALCO HOLDINGS CO LTD	87	0	0,233	4,953	13,185	3,592	0,687	10,686	14,278
6927.T	JP3802700009	HELIOS TECHNO HOLDING CO LTD	61	0	-6,792	8,955	71,150	4,044	0,521	23,890	27,934
6890.T	JP3802720007	FERROTEC HOLDINGS CORP	91	0	18,804	11,802	16,453	2,904	0,929	32,501	35,405
6794.T	JP3802800007	FOSTER ELECTRIC CO LTD	94	0	5,410	-0,171	12,966	2,266	0,920	15,111	17,376
2461.T	JP3802840003	FAN COMMUNICATIONS INC	40	0	-25,288	9,999	25,196	4,724	0,690	1,413	6,137
3396.T	JP3802860001	FELISSIMO CORP	33	0	0,087	1,827	16,486	1,256	0,658	-6,993	-5,737
3807.T	JP3802890008	FISCO LTD	8	0	-32,981	-21,083		1,194	0,370	1,202	2,395
3687.T	JP3802950000	FIXSTARS CORP	8	0	3,345	16,313	29,559	0,836	0,632	13,803	14,639
2060.T	JP3802960009	FEED ONE CO LTD	99	0	7,210	1,442	6,940	3,345	0,698	3,652	6,997
7068.T	JP3803040009	FEEDFORCE INC	32	0	21,359	14,316	14,551	0,288	0,789	-11,152	-10,864
6134.T	JP3809200003	FUJI CORP (AICHI)	49	0	-0,910	11,586	17,968	2,987	0,888	5,182	8,168
4052.T	JP3803080005	FICHA INC	8	0	1,527	-5,344	670,000	0,000	0,204	-31,414	-31,414
4379.T	JP3803090004	PHOTOSYNTH INC	19	0	29,948	-28,538	30,062	0,000	0,597	-26,103	-26,103
4419.T	JP3803110000	FINATEXT HOLDINGS LTD	8	0	0,000	0,000	70,355	0,000	0,672	7,609	7,609
212A.T	JP3803140007	FIT EASY INC	4	0	0,000	0,000	33,485	0,000	0,777	140,019	140,019
9790.T	JP3803800006	FUKUI COMPUTER HOLDINGS INC	32	0	3,396	28,218	15,241	1,914	0,605	0,680	2,594
8354.T	JP3805010000	FUKUOKA FINANCIAL GROUP INC	40	0	-2,555	18,000	11,047	3,567	0,817	19,673	23,240
1899.T	JP3805600008	FUKUDA CORP	88	0	-0,460	2,881	10,339	2,676	0,875	5,954	8,631
6960.T	JP3806000000	FUKUDA DENSHI CO LTD	64	0	1,876	12,342	11,122	1,975	0,652	14,080	16,055
7871.T	JP3806720003	FUKUVI CHEMICAL INDUSTRY CO LTD	87	0	0,012	3,655	12,423	3,174	0,899	12,829	16,003
9075.T	JP3806800003	FUKUYAMA TRANSPORTING CO LTD	41	0	5,080	4,784	19,106	1,654	0,820	-3,809	-2,154
9906.T	JP3807650001	FUJII SANGYO CORP	96	0	4,019	3,818	6,395	4,340	0,876	18,841	23,181
7088.T	JP3803060007	FORUM ENGINEERING INC	34	0	1,742	5,750	22,504	4,911	0,776	25,891	30,801
6800.T	JP3954200006	YOKOWO CO LTD	62	0	3,558	4,228	41,213	2,050	0,542	-10,892	-8,842
6841.T	JP3955000009	YOKOGAWA ELECTRIC CORP	13	0	7,374	8,958	20,272	1,578	0,961	23,061	24,639
5101.T	JP3955800002	YOKOHAMA RUBBER CO LTD	73	0	11,012	6,673	13,486	3,124	0,833	29,704	32,828
	JP3956650000	YOKOHAMA WRIGHT INDUSTRIES CO LTD	60	0	4,093	2,387		0,000			0,000
5280.T	JP3957100005	YOSHICON CO LTD	99	0	9,997	8,918	5,143	4,387	0,873	19,877	24,264
2884.T	JP3958400008	YOSHIMURA FOOD HOLDINGS KK	57	0	12,963	2,632	13,876	0,000	0,131	0,943	0,943
4912.T	JP3965400009	LION CORP	48	0	4,510	6,292	20,378	1,450	0,212	-6,141	-4,690
	JP3965900008	LIGHTWORKS CORP	2	0	22,217	5,280	55,301	2,027	0,972		0,000
4680.T	JP3966800009	ROUND ONE CORP	26	0	12,396	4,054	20,922	1,567	0,519	35,584	37,151
8202.T	JP3967000005	LAOX HOLDINGS CO LTD	56	0	-19,175	-6,398	45,236	0,205	0,433	-0,595	-0,391
8002.T	JP3877600001	MARUBENI CORP	39	0	3,575	5,672	12,262	3,858	0,944	46,689	50,546
288A.T	JP3967160007	LAXUS TECHNOLOGIES INC	62	0	0,000	0,000	7,313	0,000	0,050	-53,941	-53,941
3923.T	JP3967170006	RAKUS CO LTD	8	0	33,332	11,596	47,598	0,128	0,726	4,240	4,368
4384.T	JP3967180005	RAKSUL INC	6	0	22,229	3,322	24,767	0,000	0,472	-14,502	-14,502
4755.T	JP3967200001	RAKUTEN GROUP INC	5	0	2,594	-11,595	-21,243	0,319	0,870	-1,438	-1,119
4060.T	JP3967270004	RAKUMO INC	17	0	-10,020	16,862	26,141	0,098	0,735	-12,384	-12,286
3023.T	JP3967450002	RASA CORP	100	0	-0,737	6,857	8,440	4,266	0,731	13,033	17,299
9252.T	JP3967550009	LAST ONE MILE CO LTD	69	0	0,000	0,000	11,936	0,294	0,827	21,397	21,691
9948.T	JP3968600001	ARCS CO LTD	72	0	4,172	1,933	14,559	2,511	0,713	5,697	8,209
4484.T	JP3968650006	LANCERS INC	25	0	-0,770	-2,674	32,317	0,000	0,797	-22,785	-22,785
2981.T	JP3968750004	LANDIX INC	85	0	17,356	6,436	6,511	2,587	0,825	22,691	25,278
3031.T	JP3967050000	RACCOON HOLDINGS INC	6	0	10,192	11,323	18,556	1,331	0,201	-17,856	-16,525
9064.T	JP3940000007	YAMATO HOLDINGS CO LTD	34	0	4,625	2,674	17,929	1,963	0,683	-3,399	-1,436
5444.T	JP3940400009	YAMATO KOGYO CO LTD	37	0	-0,477	28,128	29,588	3,953	0,794	29,736	33,690
1967.T	JP3940800000	YAMATO CORP	80	0	1,563	5,257	11,411	2,742	0,805	22,747	25,489
8360.T	JP3942000005	YAMANASHI CHUO BANK LTD	36	0	6,627	9,758	12,440	3,573	0,913	30,012	33,585
4503.T	JP3942400007	ASTELLAS PHARMA INC	5	0	8,960	5,424	36,244	3,447	0,666	2,130	5,578
7951.T	JP3942600002	YAMAHA CORP	51	0	4,212	6,745	75,438	1,501	0,221	-9,230	-7,729
7272.T	JP3942800008	YAMAHA MOTOR CO LTD	46	0	10,562	6,718	22,257	3,750	0,290	17,170	20,920
4732.T	JP3944130008	USS CO LTD	24	0	6,850	30,691	20,976	2,971	0,767	11,620	14,592
2931.T	JP3944370000	EUGLENA CO LTD	17	0	0,000	0,000	56,491	0,000	0,412	-12,589	-12,589
3984.T	JP3944410004	USER LOCAL INC	16	0	21,884	29,647	22,058	0,309	0,727	-2,451	-2,142
2484.T	JP3952870008	DEMAE-CAN CO LTD	27	0	18,605	-41,464	-4,398	0,000	0,021	-43,855	-43,855
7065.T	JP3944660004	UPR CORP	74	0	1,314	5,254	13,148	0,604	0,273	-25,451	-24,847
8074.T	JP3945200008	YUASA TRADING CO LTD	78	0	2,640	1,925	10,063	3,735	0,919	10,705	14,439
8006.T	JP3946000001	YUASA FUNASHOKU CO LTD	68	0	2,674	1,372	13,562	2,732	0,726	18,037	20,769
7182.T	JP3946750001	JAPAN POST BANK CO LTD	32	0	4,048	19,949	14,584	4,135	0,713	16,092	20,227
1375.T	JP3947010009	YUKIGUNI MAITAKE CO LTD	3	0	1,450	6,987	43,213	1,876	0,185	-12,720	-10,844
7229.T	JP3948900000	YUTAKA GIKEN CO LTD	99	0	1,861	2,135	11,600	3,376	0,936	15,837	19,213
3222.T	JP3949450005	UNITED SUPER MARKETS HOLDINGS INC	54	0	0,178	0,477	110,236	1,593	0,450	-4,086	-2,493
2146.T	JP3949500007	UT GROUP CO LTD	27	0	13,067	3,479	20,407	1,928	0,930	-3,171	-1,243
3103.T	JP3951200009	UNITIKA LTD	45	0	1,126	-4,184	8,298	0,000	0,401	-9,850	-9,850
8113.T	JP3951600000	UNICHARM CORP	29	0	7,126	9,628	20,434	0,793	0,050	-9,611	-8,818
5949.T	JP3952550006	UNIPRES CORP	90	0	2,764	-2,204	13,965	2,741	0,767	7,732	10,473
6482.T	JP3944500002	YUSHIN PRECISION EQUIPMENT CO LTD	84	0	5,492	8,510	12,086	2,657	0,260	-3,124	-0,468
5947.T	JP3977400005	RINNAI CORP	63	0	8,042	8,191	16,428	1,603	0,426	-0,029	1,574
6920.T	JP3979200007	LASERTEC CORP	6	0	42,647	30,059	21,566	0,793	0,636	16,511	17,304
7681.T	JP3979320003	LEOCLAN CO LTD	59	0	-13,127	1,167	25,209	1,674	0,595	8,164	9,838
176A.T	JP3979700006	REZIL INC	32	0	0,000	0,000	23,716	1,321	0,979	74,513	75,833
7356.T	JP3980350007	RETTY INC	15	0	-15,449	-24,861	232,839	0,000	0,311	-36,607	-36,607
8029.T	JP3981000007	LOOK HOLDINGS INC	100	0	5,226	3,830	11,098	3,257	0,827	22,580	25,836
8954.T	JP3040880001	ORIX JREIT INC	15	0	2,590	41,506	24,339	4,310	0,861	5,736	10,046
8963.T	JP3046190009	INVINCIBLE INVESTMENT CORP	27	0	-3,626	40,106	17,620	3,398	0,842	15,220	18,618
8985.T	JP3046400002	JAPAN HOTEL REIT INVESTMENT CORP	5	0	1,537	36,022	19,040	2,576	0,907	12,336	14,912
3234.T	JP3046470005	MORI HILLS REIT INVESTMENT CORP	15	0	2,727	56,449	22,196	4,273	0,902	2,152	6,424
8918.T	JP3968800007	LAND CO LTD	22	0	11,490	8,224	127,861	0,800	0,571	0,000	0,800
3283.T	JP3047550003	NIPPON PROLOGIS REIT INC	6	0	3,356	41,462	26,348	2,713	0,947	-5,613	-2,900
3309.T	JP3047820000	SEKISUI HOUSE REIT INC	28	0	7,959	44,275	15,804	4,576	0,757	1,485	6,061
3462.T	JP3048110005	NOMURA REAL ESTATE MASTER FUND INC	16	0	1,989	34,875	22,534	4,037	0,858	5,115	9,152
3468.T	JP3048200004	STAR ASIA INVESTMENT CORP	30	0	2,037	56,748	17,001	5,392	0,848	6,005	11,397
2972.T	JP3048880003	SANKEI REAL ESTATE INC	26	0	0,000	37,458	20,665	5,407	0,891	1,018	6,425
7692.T	JP3100080005	EARTH INFINITY CO LTD	24	0	12,186	2,897	26,037	0,000	0,392	-4,824	-4,824
9842.T	JP3100100001	ARCLAND SAKAMOTO CO LTD	61	0	13,841	3,826	11,469	2,265	0,545	-1,871	0,394
7823.T	JP3100210008	ARTNATURE INC	72	0	1,738	3,018	35,675	3,737	0,584	5,289	9,026
3663.T	JP3100260003	CELSYS INC	8	0	8,278	10,089	40,904	1,142	0,785	34,291	35,433
	JP3100290000	LIV-UP CO LTD	31	0	26,405	2,918	33,706	0,000			0,000
3281.T	JP3047510007	GLP J-REIT	13	0	1,509	49,660	23,537	3,299	0,955	-2,857	0,443
	JP3969250004	LETECH CORP	21	0	-28,204	-0,993	16,111	2,324	0,761		0,000
6867.T	JP3969350002	LEADER ELECTRONICS CORP	44	0	-2,487	-2,215		1,975	0,329	-5,941	-3,966
3856.T	JP3969530009	REALCOM INC	46	0	0,000	0,000	7,262	0,354	0,430	10,259	10,613
8844.T	JP3970200006	COSMOS INITIA CO LTD	63	0	3,199	2,779	6,903	2,218	0,715	25,735	27,952
6098.T	JP3970300004	RECRUIT HOLDINGS CO LTD	3	0	10,142	9,417	28,907	0,382	0,354	14,477	14,859
6209.T	JP3970700005	NPR-RIKEN CORP	95	0	0,000	0,000	8,728	4,207	0,892	33,929	38,136
7734.T	JP3971000009	RIKEN KEIKI CO LTD	18	0	8,773	17,150	21,693	1,347	0,658	22,360	23,706
7752.T	JP3973400009	RICOH CO LTD	85	0	9,279	1,377	16,324	2,440	0,160	13,589	16,030
8566.T	JP3974100004	RICOH LEASING CO LTD	52	0	-1,193	4,344	11,329	3,245	0,758	15,302	18,547
7769.T	JP3974200002	RHYTHM CO LTD	62	0	1,794	1,153	13,413	2,024	0,221	39,981	42,005
4446.T	JP3977060007	LINK-U INC	21	0	29,374	5,431	111,826	0,000	0,790	-15,119	-15,119
4429.T	JP3974510004	RICKSOFT CO LTD	51	0	23,854	5,894	17,173	0,000	0,608	-22,995	-22,995
4445.T	JP3974710000	LIVING TECHNOLOGIES INC	22	0	12,812	4,762	17,890	0,000	0,830	4,486	4,486
7091.T	JP3974790002	LIVING PLATFORM LTD	35	0	17,545	1,581	10,725	0,000	0,283	-1,761	-1,761
218A.T	JP3974870002	LIBERAWARE CO LTD	1	0	0,000	0,000		0,000	0,536	277,596	277,596
3825.T	JP3974900007	REMIXPOINT CO LTD	18	0	-1,861	6,602	26,612	0,143	0,291	32,880	33,023
8399.T	JP3975000005	BANK OF THE RYUKYUS LTD	38	0	2,697	8,515	9,290	3,506	0,888	10,823	14,329
167A.T	JP3975410006	RYOYO RYOSAN HOLDINGS INC	87	0	0,000	0,000	14,995	4,868	0,741	-14,112	-9,244
MSHXF	JP3976000004	MITSUBISHI SHOKUHIN CO LTD	66	0	1,014	0,821	11,489	2,943	0,984	10,723	13,665
8084.T	JP3976200000	RYODEN CORP	92	0	-1,406	1,994	13,423	3,810	0,740	14,720	18,530
7453.T	JP3976300008	RYOHIN KEIKAKU CO LTD	12	0	0,000	5,826	29,099	0,395	0,620	19,497	19,891
4428.T	JP3977010002	SINOPS INC	8	0	10,352	8,163	27,403	0,502	0,682	-11,038	-10,536
7366.T	JP3974470001	LITALICO INC	29	0	18,990	7,589	19,026	0,289	0,679	-9,910	-9,621
1518.T	JP3894000003	MITSUI MATSUSHIMA HOLDINGS CO LTD	67	0	0,521	15,283	7,321	3,364	0,704	57,832	61,196
3099.T	JP3894900004	ISETAN MITSUKOSHI HOLDINGS LTD	32	0	-12,338	3,932	16,360	1,539	0,698	39,150	40,689
7646.T	JP3895000002	PLANT CO LTD	79	0	3,359	0,635	37,842	3,133	0,617	15,730	18,863
6331.T	JP3896000001	MITSUBISHI KAKOKI KAISHA LTD	62	0	6,132	7,462	12,226	3,538	0,887	32,706	36,245
4182.T	JP3896800004	MITSUBISHI GAS CHEMICAL CO INC	88	0	5,945	6,662	12,684	3,384	0,744	7,584	10,968
4188.T	JP3897700005	MITSUBISHI CHEMICAL HOLDINGS CORP	59	0	5,959	3,154	46,366	3,622	0,743	7,177	10,800
8058.T	JP3898400001	MITSUBISHI CORP	31	0	7,719	5,016	17,828	3,160	0,957	34,865	38,025
8802.T	JP3899600005	MITSUBISHI ESTATE CO LTD	18	0	5,750	12,757	21,137	1,783	0,874	15,964	17,747
7211.T	JP3899800001	MITSUBISHI MOTORS CORP	34	0	5,057	1,364	45,284	1,440	0,264	15,209	16,650
7011.T	JP3900000005	MITSUBISHI HEAVY INDUSTRIES LTD	16	0	4,480	3,827	53,943	1,411	0,872	75,537	76,948
9831.T	JP3939000000	YAMADA HOLDINGS CO LTD	66	0	5,722	2,299	12,303	3,167	0,618	-1,684	1,483
6503.T	JP3902400005	MITSUBISHI ELECTRIC CORP	21	0	4,981	5,269	22,291	2,180	0,886	22,634	24,814
8306.T	JP3902900004	MITSUBISHI UFJ FINANCIAL GROUP INC	39	0	10,504	20,470	14,340	3,294	0,890	41,063	44,357
5711.T	JP3903000002	MITSUBISHI MATERIALS CORP	37	0	5,340	2,215	41,291	2,891	0,864	7,612	10,503
5820.T	JP3903800005	MITSUBOSHI CO LTD	67	0	4,880	1,442	14,016	1,236	0,008	11,003	12,239
5192.T	JP3904000001	MITSUBOSHI BELTING LTD	76	0	6,031	8,481	15,416	5,487	0,480	17,472	22,958
8022.T	JP3905200006	MIZUNO CORP	51	0	7,074	5,123	14,623	2,090	0,711	36,639	38,730
6479.T	JP3906000009	MINEBEA MITSUMI INC	22	0	10,344	4,678	20,922	1,436	0,943	8,179	9,616
5356.T	JP3906400001	MINO CERAMIC CO LTD	84	0	2,787	7,172	9,747	2,885	0,716	32,225	35,111
3431.T	JP3908700002	MIYAJI ENGINEERING GROUP INC	90	0	3,556	7,885	10,239	4,373	0,675	34,327	38,700
1417.T	JP3910620008	MIRAIT HOLDINGS CORP	84	0	7,979	3,824	16,987	3,154	0,893	14,000	17,154
3864.T	JP3901200000	MITSUBISHI PAPER MILLS LTD	54	0	-1,620	0,707	9,675	1,301	0,652	16,585	17,886
6264.T	JP3878150006	MARUMAE CO LTD	6	0	4,044	13,806	23,274	1,863	0,933	15,806	17,669
9090.T	JP3879170003	MARUWA UNYU KIKAN CO LTD	40	0	13,419	4,439	19,038	1,521	0,301	-13,993	-12,472
5344.T	JP3879250003	MARUWA CO LTD	13	0	11,737	24,224	27,187	0,360	0,656	28,755	29,115
7565.T	JP3879320004	MANSEI CORP	84	0	4,211	2,997	9,512	2,252	0,482	12,647	14,899
4917.T	JP3879400004	MANDOM CORP	30	0	-1,212	1,539	51,759	2,464	0,947	7,733	10,197
6005.T	JP3880800002	MIURA CO LTD	57	0	11,815	10,234	13,251	1,275	0,243	-10,610	-9,335
7455.T	JP3882600004	PARIS MIKI HOLDINGS INC	61	0	-0,662	0,889	43,672	2,008	0,369	4,708	6,715
2121.T	JP3882750007	MIXI INC	88	0	8,500	8,170	12,897	4,114	0,379	2,745	6,859
9962.T	JP3885400006	MISUMI GROUP INC	33	0	5,631	8,469	18,558	1,012	0,460	-5,654	-4,642
3321.T	JP3886200009	MITACHI CO LTD	96	0	23,534	2,633	6,404	4,202	0,862	20,654	24,856
8031.T	JP3893600001	MITSUI & CO LTD	41	0	15,326	7,162	13,212	3,118	0,915	34,690	37,808
6269.T	JP3888250002	MODEC INC	39	0	2,506	-0,369	14,506	1,556	0,851	38,552	40,108
4183.T	JP3888300005	MITSUI CHEMICALS INC	75	0	6,660	4,470	45,912	3,537	0,830	6,465	10,002
5706.T	JP3888400003	MITSUI MINING AND SMELTING CO LTD	25	0	8,503	6,316	21,347	3,288	0,944	38,162	41,451
1821.T	JP3889200006	SUMITOMO MITSUI CONSTRUCTION CO LTD	63	0	-0,144	-0,773	150,052	3,726	0,952	7,821	11,547
3315.T	JP3889610006	NIPPON COKE & ENGINEERING CO LTD	26	0	-1,608	-0,280		2,478	0,450	7,885	10,363
9302.T	JP3891200002	MITSUI SOKO HOLDINGS CO LTD	38	0	3,016	5,511	29,093	3,127	0,833	46,983	50,109
7003.T	JP3891600003	MITSUI E&S HOLDINGS CO LTD	19	0	-20,412	2,223	25,855	0,572	0,889	65,742	66,314
8309.T	JP3892100003	SUMITOMO MITSUI TRUST HOLDINGS INC	39	0	8,114	12,346	10,465	3,931	0,834	24,040	27,971
1776.T	JP3892200001	SUMIKEN MITSUI ROAD CO LTD	66	0	-2,155	2,031	76,216	3,154	0,676	10,090	13,244
6966.T	JP3892400007	MITSUI HIGH-TEC INC	80	0	20,162	7,284	15,175	1,012	0,589	13,646	14,658
8801.T	JP3893200000	MITSUI FUDOSAN CO LTD	27	0	7,708	8,630	14,542	2,042	0,791	20,980	23,022
6564.T	JP3887800005	MIDAC CO LTD	37	0	13,664	21,731	18,904	0,291	0,481	7,122	7,413
3912.T	JP3922980002	MOBILE FACTORY INC	50	0	4,308	15,256	9,775	1,044	0,811	0,203	1,247
5464.T	JP3924000007	MORY INDUSTRIES INC	95	0	2,228	9,394	9,796	4,189	0,550	14,768	18,957
6141.T	JP3924800000	DMG MORI CO LTD	43	0	-0,567	4,272	53,628	3,035	0,662	15,490	18,525
2201.T	JP3926400007	MORINAGA & CO LTD	55	0	4,574	8,627	12,570	2,296	0,422	5,304	7,599
1798.T	JP3927400006	MORIYA CORP	79	0	4,962	3,066	4,891	2,632	0,624	20,731	23,363
6226.T	JP3927420004	MORIYA TRANSPORTATION ENGINEERING AND MANUFACTURING CO LTD	8	0	9,486	9,314	26,543	0,809	0,834	53,393	54,202
6630.T	JP3930050004	YA-MAN LTD	24	0	2,055	8,069	148,696	0,597	0,337	-12,280	-11,683
7460.T	JP3930600006	YAGI & CO LTD	100	0	-7,067	1,693	9,016	3,629	0,706	16,993	20,622
7679.T	JP3931410009	YAKUODO HOLDINGS CO LTD	87	0	8,455	2,691	9,772	1,036	0,724	-2,459	-1,423
2267.T	JP3931600005	YAKULT HONSHA CO LTD	51	0	5,438	11,425	16,480	1,344	0,042	-1,531	-0,186
8766.T	JP3910660004	TOKIO MARINE HOLDINGS INC	40	0	9,765	8,166	9,250	3,262	0,838	31,568	34,830
2354.T	JP3931800001	YEDIGITALCORPORATION	60	0	6,626	4,781	14,689	2,029	0,781	0,684	2,713
6506.T	JP3932000007	YASKAWA ELECTRIC CORP	14	0	5,646	8,672	18,501	1,071	0,696	-4,757	-3,686
9324.T	JP3932820008	YASUDA LOGISTICS CORP	31	0	10,074	4,354	20,511	2,350	0,917	16,278	18,628
8919.T	JP3932950003	KATITAS CO LTD	15	0	7,494	6,664	20,275	1,705	0,791	-1,836	-0,131
4689.T	JP3933800009	LY CORP	0	0	3,730	8,699	22,168	1,242	0,353	-7,313	-6,071
2984.T	JP3933900007	YAMAICHI UNIHEIM REAL ESTATE CO LTD	62	0	4,137	6,035	12,571	4,076	0,536	-1,507	2,569
5284.T	JP3934250006	YAMAU HOLDINGS CO LTD	89	0	-0,218	7,792	6,237	5,422	0,837	37,973	43,395
2212.T	JP3935600001	YAMAZAKI BAKING CO LTD	46	0	4,800	1,882	16,664	1,238	0,604	12,628	13,866
6845.T	JP3937200008	AZBIL CORP	17	0	4,387	10,030	17,900	1,660	0,783	5,817	7,477
6392.T	JP3938600008	YAMADA CORP	93	0	6,352	10,865	7,904	3,801	0,715	20,070	23,871
7677.T	JP3931650000	YASHIMA & CO LTD	22	0	-4,885	0,144		1,229	0,730	7,162	8,391
9928.T	JP3910700008	MIROKU JYOHO SERVICE CO LTD	48	0	8,392	9,672	13,363	2,593	0,501	-3,363	-0,770
7983.T	JP3910800006	MIROKU CORP	48	0	-6,851	-0,904		2,469	0,563	-5,087	-2,618
4436.T	JP3911000002	MINKABU THE INFONOID INC	2	0	28,034	-12,767	23,834	0,826	0,139	-28,955	-28,129
	JP3912300005	MOVIN STRATEGIC CAREER CO LTD	8	0	0,000	0,000	40,067	0,000	0,780		0,000
7220.T	JP3912700006	MUSASHI SEIMITSU INDUSTRY CO LTD	51	0	7,875	2,254	34,024	2,128	0,619	26,945	29,073
8336.T	JP3912800004	MUSASHINO BANK LTD	70	0	3,486	14,153	9,681	4,036	0,907	20,768	24,803
6981.T	JP3914400001	MURATA MANUFACTURING CO LTD	14	0	3,138	14,188	24,381	1,788	0,897	3,272	5,060
2269.T	JP3918000005	MEIJI HOLDINGS CO LTD	84	0	-0,423	6,184	17,041	2,702	0,098	-4,548	-1,846
9744.T	JP3919200000	MEITEC GROUP HOLDINGS INC	38	0	7,231	9,197	18,820	4,136	0,679	12,828	16,964
6508.T	JP3919800007	MEIDENSHA CORP	47	0	3,321	3,857	14,696	2,450	0,866	28,786	31,237
3064.T	JP3922950005	MONOTARO CO LTD	8	0	16,990	8,607	36,292	0,641	0,063	-6,582	-5,941
8103.T	JP3920600008	MEIWA CORP	93	0	3,331	1,580	9,601	6,812	0,967	15,121	21,932
4971.T	JP3920890005	MEC CO LTD	15	0	11,203	16,151	34,130	1,206	0,956	14,348	15,554
7749.T	JP3921060004	MEDIKIT CO LTD	73	0	5,465	13,845	13,115	2,565	0,511	-2,407	0,158
6095.T	JP3921240002	MEDPEER INC	57	0	35,104	10,037	10,123	0,078	0,756	-32,973	-32,896
3902.T	JP3921250001	MEDICAL DATA VISION CO LTD	5	0	9,002	9,798	41,199	0,468	0,760	-25,200	-24,732
9551.T	JP3921260000	METAWATER CO LTD	44	0	9,357	4,398	16,975	2,146	0,820	3,533	5,679
4385.T	JP3921290007	MERCARI INC	19	0	18,193	6,280	14,030	0,000	0,446	-12,729	-12,729
4480.T	JP3921310003	MEDLEY INC	4	0	36,987	9,034	53,449	0,000	0,034	-16,723	-16,723
9218.T	JP3921340000	MENTAL HEALTH TECHNOLOGIES CO LTD	5	0	49,629	5,546	25,768	0,000	0,518	-3,751	-3,751
4883.T	JP3922600006	MODALIS THERAPEUTICS CORP	16	0	0,000	-1981,175		0,000	0,129	-50,330	-50,330
3097.T	JP3922930007	MONOGATARI CORP	25	0	15,454	4,964	24,711	0,895	0,652	18,800	19,695
8927.T	JP3920300005	MEIHO ENTERPRISE CO LTD	78	0	19,215	6,177	8,207	3,366	0,820	22,058	25,424
6365.T	JP3550800001	DMW CORP	93	0	7,822	8,232	7,567	3,550	0,760	10,114	13,664
9513.T	JP3551200003	ELECTRIC POWER DEVELOPMENT CO LTD	67	0	7,599	6,430	4,277	4,059	0,784	13,669	17,728
6902.T	JP3551500006	DENSO CORP	43	0	8,309	5,153	15,572	2,324	0,771	12,296	14,620
4324.T	JP3551520004	DENTSU GROUP INC	18	0	7,655	-2,678	-14,132	3,324	0,197	0,766	4,091
6517.T	JP3551600004	DENYO CO LTD	85	0	2,723	6,766	11,827	2,776	0,707	4,106	6,882
5973.T	JP3552190005	TOAMI CORP	42	0	8,412	0,762	114,536	2,947	0,520	2,763	5,710
3433.T	JP3552290003	TOCALO CO LTD	45	0	7,913	15,782	14,994	3,323	0,904	15,945	19,268
5956.T	JP3552500005	TOSO CO LTD	80	0	0,980	2,278	7,625	1,940	0,939	2,324	4,263
2737.T	JP3553900006	TOMEN DEVICES CORP	84	0	10,123	1,158	9,129	4,361	0,939	13,772	18,133
6315.T	JP3555700008	TOWA CORP	15	0	16,197	13,746	27,248	0,898	0,732	42,055	42,954
9042.T	JP3774200004	HANKYU HANSHIN HOLDINGS INC	26	0	8,061	4,155	15,123	1,363	0,666	6,467	7,830
6848.T	JP3557200007	DKK-TOA CORP	70	0	2,080	7,515	15,556	2,183	0,852	0,120	2,304
1882.T	JP3558000000	TOA ROAD CORP	69	0	4,907	3,426	15,319	4,147	0,496	33,199	37,346
9605.T	JP3560000006	TOEI CO LTD	38	0	5,273	14,693	21,753	0,294	0,457	12,234	12,528
4816.T	JP3560200002	TOEI ANIMATION CO LTD	8	0	12,966	22,618	26,619	1,026	0,197	16,654	17,680
5301.T	JP3560800009	TOKAI CARBON CO LTD	83	0	5,949	1,787	15,895	2,830	0,983	-2,877	-0,047
5191.T	JP3564200008	SUMITOMO RIKO CO LTD	100	0	7,307	2,030	8,014	2,719	0,825	32,376	35,095
4430.T	JP3564800005	TOKAI SOFT CO LTD	88	0	9,462	7,342	9,566	2,630	0,912	9,001	11,631
9022.T	JP3566800003	CENTRAL JAPAN RAILWAY CO	52	0	-0,199	12,334	8,682	0,856	0,937	10,711	11,567
